Алимжанов Фарходбек Айбекович,"1988-жылдын 3-мартында Ош облусунун Кара-Суу районуна караштуу Шарк айылында туулган.
2016-жылы Ош мамлекеттик университетин “Экономика” багыты боюнча аяктаган.
2016-жылы Кыргыз Республикасынын Президентине караштуу Мамлекеттик башкаруу академиясын  «Мамлекеттик жана муниципалдык башкаруу» багыты боюнча аяктап, магистр даражасына ээ болгон.
Эмгек жолу:
2006-2018-жылдары – ""Бакай-Юг"" ТД ЖЧКсынын менеджери;
2008-2013-жылдары – «Бакай-Юг» ТД ЖЧКсынын директору;
2013-2017-жылдары – «Ак-Кайын» ​​ЖАК директору;
2016 - “Айбек Алимжанов” ККФнун директору.
2021 жылдын декабрь айынан баштап Кыргыз Республикасынын Жогорку Кенешинин 7-чакырылышынын депутаты.",http://kenesh.kg/ky/deputy/show/236/alimzhanov-farhodbek-aybekovich
Акаев  Жанарбек Кубанычович,"1986-жылдын 13-декабрында Ош облусунун Алай районуна караштуу Кабылан-Көл айылында төрөлгөн;
Билими жогорку:
2011-жылы Ош мамлекеттик университетин журналистика адистиги боюнча бүтүргөн;
2008-2014-жылдары “Азаттык” радиосунун кыргыз кызматында эмгектенген;
2015-жылы Кыргыз Республикасынын Президентинин пресс-катчысы;
2015-жылдын ноябрында Кыргызстан социал-демократиялык партиясынын тизмеси боюнча VI чакырылыштагы Жогорку Кеңештин депутаты болуп шайланган. Жогорку Кеңештин Социалдык маселелер, билим берүү, илим, маданият жана саламаттык сактоо боюнча комитетинин мүчөсү;
2015-2017-жылдары Жогорку Кеңештин Социалдык маселелер, билим берүү, илим, маданият жана саламаттык сактоо боюнча комитетинин Төрагасынын орун басары болуп иштеген;
2021-жылдын 4-октябрында ""Альянс"" саясий партиясынын тизмеси боюнча VII чакырылыштагы Жогорку Кеңештин депутаты болуп шайланган;
Жогорку Кеңештин Эл аралык иштер, коргоо, коопсуздук жана миграция боюнча комитетинин төрагасы;
2011-жылы “Евразиянын алтын калеми” сыйлыгынын ээси;
2014-жылы Мелис Эшимканов атындагы коомдук фонддун “Курч калем” сыйлыгын алган;
Үй-бүлөлүү, үч баланын атасы.",http://kenesh.kg/ky/deputy/show/5/akaev-zhanarbek-kubanichovich
Абдалиев Мейкинбек Акимович,"1976-жылдын 11-февралы күнү Жалал-Абад облусунун Ноокен районунун Масы айылында туулган.
Жогорку билимдүү. 2003-жылы Жалал-Абад коммерциялык институтунун «Экономика жана бизнес» факультетин «Уюмдун менеджери» кесиби боюнча аяктаган.
Эмгек жолун 1999-жылы Ноокен райондук салык инспекциясында тышкы салыктык кѳзѳмѳл бѳлүмүндѳ инспектор кызматынан баштаган.
2000-2005-жылдары Ноокен районундагы «Айкыз» кредиттик союзунда башкы бухгалтер;
2005-2006-жылдары «Токтомурад» дыйкан чарбасында тѳрага;
2006-жылдан тартып, 2013-жылга чейин Кыргыз Республикасынын коомчулукту өнүктүрүү жана инвестициялоо Агенттигинин (АРИС) Майлуу-Суу, Таш-Кѳмүр шаарлары жана Ноокен району боюнча эксперти;
2013-жылдан 2015-жылга чейин Кыргыз Республикасынын коомчулукту өнүктүрүү жана инвестициялоо Агенттигинин (АРИС) Түштүк аймактык ѳкүлчүлүгүнүн координатору болуп иштеген.
Ошондой эле, 2004-2005-жылдары Ноокен райондук жана Масы айылдык кеңештеринде депутат, айыл чарба, ѳнѳр жай жана транспорт, телекоммуникация боюнча туруктуу комиссиясында мүчѳ;
2008-2012-жылдары Масы айылдык кеңешинде депутат, «Бюджет жана экономика» комиссиясынын тѳрагасы;
2012-2016-жылдары Масы айылдык кеңешинин депутаты, айылдык кеңештин тѳрагасынын орун басары.
2021-жылдын 31-мартында «ϴнүгүү-Прогресс» саясий партиясынын тизмеси боюнча Кыргыз Республикасынын Жогорку Кеңешинин VI чакырылышынын депутаты болуп шайланды.
2022-жылдын 16-мартында «Ата-Журт Кыргызстан» саясий партиясынын тизмеси боюнча Кыргыз Республикасынын Жогорку Кеңешинин VII чакырылышынын депутаты болуп шайланды.
Үй бүлѳлүү, 5 баланын атасы.",http://kenesh.kg/ky/deputy/show/196/abdaliev-meykinbek-akimovich
Абиров Жаныбек Болотбекович,"1988-жылдын 22-декабрында Чүй облусунун Токмок шаарында төрөлгөн. Жогорку билимдүү;
2005-2011- жылдары Б. Ельцин атындагы Кыргыз-Россия Славян университети, «Конституциялык укук» адистиги;
2008-2009- жылдары англис тилин тереңдетип үйрөнүү курсу (Сан-Франциско, АКШ);
2011-2014- жылдары Кыргыз Республикасынын Президентинин алдындагы Мамлекеттик башкаруу академиясы, «Мамлекеттик жана өз алдынча башкаруудагы менеджмент» адистиги;
2015-2018- жылдары «Восход и Ко» ЖЧКсынын коммерциялык директору;
2016-2021- жылдары Бишкек шаардык кеӊешинин депутаты;
2018-жылы Бишкек шаардык кеӊешинин бюджет жана финансы боюнча туруктуу комиссиясынын төрагасынын орун басары;
2018-2021- жылдары Бишкек шаардык кеӊешинин төрагасы;
2021-жылы Б. Ельцин атындагы Кыргыз-Россия Славян университетине аспирантурага тапшырган;
2021-жылдын 29-декабрында № 26 Ленин бир мандаттуу шайлоо округунан Кыргыз Республикасынын Жогорку Кеӊешинин VII чакырылышынын депутаты болуп шайланган;
Үй-бүлөлүү, үч баланын атасы.",http://kenesh.kg/ky/deputy/show/211/abirov-zhanibek-bolotbekovich
Алимбеков Нурбек Каарыевич,"1975-жылдын 13-мартында Ош облусунун Кара-Суу районундагы Папан айылында туулган.
Жогорку билимдүү. 1997-жылы Ош технологиялык университетинин «инженер-технолог» адистигин, 2000-жылы Ош технологиялык университетинин юридика факультетин, 2007-жылы Ж.Баласагын атындагы Кыргыз улуттук университетинин финансы жана кредит факультетин, 2012-жылы Кыргыз Республикасынын Президентинин алдындагы Башкаруу академиясын бүтүргөн;
Эмгек жолун 2003-2005-жылдары «Алимбеков» биргелешкен ишканасынын директорлугунан баштаган;
2005-2006-жылдары Кыргыз Республикасынын Каржы министрлигинин жетектөөчү адиси болуп иштеген;
2008-2010-жылдары жоопкерчилиги чектелген «Папан Курулуш» ишканасынын директору болуп эмгектенген;
2008-2010-жылдары  Бишкек шаардык кеңешинин депутаты, Свердлов райондук аймактык депутаттык топтун жетекчиси болгон;
2010-жылы «Республика» партиясынын тизмеси менен V чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган. Жогорку Кеӊештин Транспорт, коммуникациялар, архитектура жана курулуш боюнча комитетинин төрагасынын орун басары болгон;
2015-жылдын 4-октябрында “Кыргызстан” саясий партиясынан VI чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган;
2015-жылдын 6-ноябрында Кыргыз Республикасынын Жогорку Кеңешинин Төрагасынын орун басары кызмат ордуна шайланган;
2021-жылдын ноябрында № 8 Төлөйкөн бир мандаттуу шайлоо округу боюнча VII чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган;
Үй-бүлөлүү, 5 баланын атасы",http://kenesh.kg/ky/deputy/show/75/alimbekov-nurbek-kaarievich
Алимжанов Фарходбек Айбекович,"1988-жылдын 3-мартында Ош облусунун Кара-Суу районуна караштуу Шарк айылында туулган.
2016-жылы Ош мамлекеттик университетин “Экономика” багыты боюнча аяктаган.
2016-жылы Кыргыз Республикасынын Президентине караштуу Мамлекеттик башкаруу академиясын  «Мамлекеттик жана муниципалдык башкаруу» багыты боюнча аяктап, магистр даражасына ээ болгон.
Эмгек жолу:
2006-2018-жылдары – ""Бакай-Юг"" ТД ЖЧКсынын менеджери;
2008-2013-жылдары – «Бакай-Юг» ТД ЖЧКсынын директору;
2013-2017-жылдары – «Ак-Кайын» ​​ЖАК директору;
2016 - “Айбек Алимжанов” ККФнун директору.
2021 жылдын декабрь айынан баштап Кыргыз Республикасынын Жогорку Кенешинин 7-чакырылышынын депутаты.",http://kenesh.kg/ky/deputy/show/236/alimzhanov-farhodbek-aybekovich
Бакиров Өмүрбек Мирзараимович,"1978-жылы Ош облусуна караштуу Араван районунун Төө-Моюн айылында туулган.
Жогорку билимдүү. 2001-жылы Кыргыз-Өзбек университетинин “Финансы жана Кредит” факультетин аяктаган;
Эмгек жолун 2001-жылы жеке ишкер катары баштаган;
2008-2010-жылдары АК «Гаранттын» директору;
2010-2011-жылдары Кыргыз Республикасынын Жогорку Кеңешинин Төрагасынын жардамчысы болуп эмгектенген;
2011-жылдын  24-июнунан тарта АК «Гаранттын» директору;
2011-жылдын 21-июлунан 23-сентябрына чейин Кыргыз Республикасынын Жогорку Кеңешинин Төрагасынын кеңешчиси болуп иштеген;
2011-2015-жылдары Кыргыз Республикасынын Жогорку Кеңешинин V-чакырылышынын депутаты;
2018-жылы 29-ноябрда ААК «Кыргызтелекомдун» төрагасынын кеңешчиси болуп дайындалган;
2018-2021-жылдары Кыргыз Республикасынын Жогорку Кеңешинин VI-чакырылышынын депутаты;
2021-жылдын ноябрында № 4 Көк-Жар бир мандаттуу шайлоо округу боюнча Кыргыз Республикасынын Жогорку Кеңешинин VII чакырылышынын депутаты болуп шайланган;
Үй-бүлөлүү, төрт баланын атасы.",http://kenesh.kg/ky/deputy/show/170/bakirov-omurbek-mirzaraimovich
Алимбеков Нурбек Каарыевич,"1975-жылдын 13-мартында Ош облусунун Кара-Суу районундагы Папан айылында туулган.
Жогорку билимдүү. 1997-жылы Ош технологиялык университетинин «инженер-технолог» адистигин, 2000-жылы Ош технологиялык университетинин юридика факультетин, 2007-жылы Ж.Баласагын атындагы Кыргыз улуттук университетинин финансы жана кредит факультетин, 2012-жылы Кыргыз Республикасынын Президентинин алдындагы Башкаруу академиясын бүтүргөн;
Эмгек жолун 2003-2005-жылдары «Алимбеков» биргелешкен ишканасынын директорлугунан баштаган;
2005-2006-жылдары Кыргыз Республикасынын Каржы министрлигинин жетектөөчү адиси болуп иштеген;
2008-2010-жылдары жоопкерчилиги чектелген «Папан Курулуш» ишканасынын директору болуп эмгектенген;
2008-2010-жылдары  Бишкек шаардык кеңешинин депутаты, Свердлов райондук аймактык депутаттык топтун жетекчиси болгон;
2010-жылы «Республика» партиясынын тизмеси менен V чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган. Жогорку Кеӊештин Транспорт, коммуникациялар, архитектура жана курулуш боюнча комитетинин төрагасынын орун басары болгон;
2015-жылдын 4-октябрында “Кыргызстан” саясий партиясынан VI чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган;
2015-жылдын 6-ноябрында Кыргыз Республикасынын Жогорку Кеңешинин Төрагасынын орун басары кызмат ордуна шайланган;
2021-жылдын ноябрында № 8 Төлөйкөн бир мандаттуу шайлоо округу боюнча VII чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган;
Үй-бүлөлүү, 5 баланын атасы",http://kenesh.kg/ky/deputy/show/75/alimbekov-nurbek-kaarievich
Азыгалиев Нурланбек Асанбекович,"1970-жылы Фрунзе шаарында  туулган,  билими – жогорку. 1989-жылы Фрунзе атындагы совхоз-техникумунун “зоотехник” адистиги боюнча бөлүмү, 1998-жылы  Туркиядагы Эгей университетин, “айыл чарба” факультетин, 2004-жылы Ж. Баласагын атындагы Кыргыз улуттук университетинин юридикалык факультетин бүтүргөн.
Азыгалиев Нурланбек Асанбекович алгачкы эмгек жолун 1989-жылы Панфилов районунда “Тельман” совхозунда жумушчу катары баштаган.
 2000-2011-жылдары - ""Дискавери"" туристтик жана логистикалык компаниясынын негиздөөчүсү, башкы директору;
 2011-2012-жылдары - ""Атриум холдинг"" компаниянын башкы директорунун орун басары;
2013-2021-жылдары - «Анилия» ЖЧКсынын башкы директору.
2019-жылдан баштап 2021-жылдын декабрь айына чейин Кыргыз-Түрк Соода-өнөр жай палаталарынын форумунун төрагасы, 2019-жылдан баштап бүгүнкү күнгө чейин Түрк Соода жана өнөр-жай Палатасынын Президиумунун мүчөсү, 2019-жылдан баштап 2021-жылдын декабрь айына чейин Кыргыз Республикасынын “Эр эңиш” федерациясынын Президенти.
2021-жылдын 28-ноябрындагы шайлоодо Кыргыз Республикасынын Жогорку Кеңешинин VII чакырылышына №22 Жайыл бир мандаттуу  шайлоо округунан депутат болуп шайланды.
Үй бүлөлүү, үч баланын атасы.",http://kenesh.kg/ky/deputy/show/251/azigaliev-nurlanbek-asanbekovich
Алиев Медербек Кубанычевич,"1986-жылдын 29-октябрында туулган;
Жогорку билимдүү. 2005-2010-жылдары Кыргыз-Россия Славян университетинин юридикалык факультетинде окуган;
2007-2009-жылдары Кыргыз-Россия Славян университетинин алдындагы «Street law» юридикалык клиникасында, мектептеги жана медреседеги укук боюнча ыктыярчы-окутуучу болуп эмгектенген;
2010-2011-жылдары Бишкек шаардык жана Чүй облустук адвокаттар коллегиясында адвокаттын жардамчысы болуп иштеген;
2011-2012-жылдары Кыргыз Республикасынын Жогорку Кеңешинин депутатынын жардамчысы болгон;
2014-2016-жылдары Кыргыз Республикасынын Экономика министрлигине караштуу Инвестицияларды илгерилетүү агенттигинде Инвесторлорду колдоо башкармалыгынын башчысы;
2016-2017-жылдары Кыргыз Республикасынын Инвестицияларды илгерилетүү мамлекеттик агенттигинде Инвесторлорду колдоо жана укуктук камсыздоо башкармалыгынын башчысы;
2019-2020-жылдары Бишкек шаарынын мэриясына караштуу Шаарды өнүктүрүү агенттигинин директору;
2020-2020-жылдары Бишкек шаарынын мэриясынын алдындагы Экономика жана инвестициялар департаментинин директору;
2018-2021-жылдары “Ата-Түрк Ала-Тоо” эл аралык университетинин юридикалык факультеттинде сырттан окутуучу болуп иштеген;
2021-жылы Мамлекеттик ипотекалык компанияда Директорлор кеңешинин мүчөсү;
2021-жылы “Ишеним” саясий партиясынын тизмеси боюнча VII чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган;
2017-жылы Россия Федерациясынын Президентине караштуу Россиянын Эл чарба жана мамлекеттик башкаруу академиясынын эксперттик-аналитикалык борборунун маалыматы боюнча, ЕАЭБ өлкөлөрүнүн 60 жаш лидерлеринин тизмесине кирген;
Үй-бүлөлүү, эки баланын атасы.",http://kenesh.kg/ky/deputy/show/275/aliev-mederbek-kubanichevich
